chain,protocol,source,source_port,destination,destination_port,action
INPUT,udp,39.62.1.22,42184,140.43.79.14,24050,DROP
OUTPUT,udp,126.83.46.29,46949,97.163.81.59,4333,DROP
OUTPUT,tcp,28.47.240.20,60102,36.44.19.38,7866,ACCEPT
INPUT,udp,190.127.235.146,5733,93.242.16.162,37491,DROP
FORWARD,tcp,98.47.191.66,3390,69.80.96.81,12542,DROP
OUTPUT,tcp,45.99.137.243,12408,25.112.50.170,30455,DROP
FORWARD,udp,5.247.142.103,49309,37.42.180.73,9976,ACCEPT
OUTPUT,udp,215.196.157.222,3231,200.162.196.108,32919,ACCEPT
OUTPUT,tcp,133.46.132.218,10151,21.200.55.155,14063,ACCEPT
FORWARD,tcp,120.230.49.13,33776,207.110.180.40,23409,DROP
OUTPUT,udp,144.99.186.223,27888,73.177.58.141,28797,ACCEPT
OUTPUT,tcp,169.68.45.161,23531,125.173.156.161,38599,ACCEPT
FORWARD,udp,129.45.224.188,36575,192.187.17.46,4415,DROP
INPUT,tcp,18.215.210.122,61323,150.124.92.201,21864,DROP
INPUT,tcp,138.166.227.65,22345,41.36.206.113,32466,DROP
FORWARD,udp,202.157.240.37,44539,240.145.6.238,47909,ACCEPT
FORWARD,tcp,253.47.249.128,41066,229.175.18.115,56489,DROP
OUTPUT,udp,12.63.225.34,1386,23.164.59.91,35877,ACCEPT
FORWARD,tcp,190.192.157.43,6634,137.199.119.28,31106,ACCEPT
OUTPUT,tcp,225.0.100.190,28822,49.56.113.92,46365,ACCEPT
OUTPUT,tcp,125.32.139.29,38048,160.220.158.192,46172,ACCEPT
FORWARD,tcp,141.253.130.208,12891,91.27.209.205,28334,DROP
INPUT,udp,21.16.227.20,18573,185.190.127.24,38937,ACCEPT
OUTPUT,tcp,96.21.1.167,10926,155.59.55.33,25532,ACCEPT
FORWARD,udp,199.139.144.51,23269,53.191.76.77,45124,ACCEPT
INPUT,tcp,76.253.205.79,4621,72.163.148.154,3988,ACCEPT
INPUT,udp,218.111.175.188,43568,157.214.22.40,41617,DROP
INPUT,tcp,108.162.111.101,46773,151.73.56.34,37540,DROP
OUTPUT,tcp,32.89.39.15,51895,190.63.46.248,64384,DROP
OUTPUT,udp,99.248.176.247,41659,12.99.147.100,8140,DROP
OUTPUT,tcp,20.25.30.145,62326,8.188.226.56,35971,ACCEPT
INPUT,udp,133.10.131.224,26566,74.211.210.244,58061,DROP
FORWARD,tcp,52.224.159.7,51093,5.124.186.67,19384,ACCEPT
OUTPUT,tcp,33.110.152.21,45178,171.157.240.0,63794,DROP
FORWARD,tcp,248.220.105.111,18626,21.55.211.242,677,DROP
INPUT,tcp,30.188.137.37,31394,252.238.170.78,7839,ACCEPT
INPUT,tcp,104.145.29.82,28125,148.104.243.150,8128,ACCEPT
FORWARD,udp,4.206.8.96,15737,160.36.60.22,12477,DROP
FORWARD,tcp,103.85.113.125,59668,185.130.167.110,35892,DROP
OUTPUT,udp,29.159.54.9,41976,94.55.215.224,19312,DROP
FORWARD,udp,205.196.237.194,58578,79.101.129.199,63931,DROP
FORWARD,udp,105.134.165.99,23296,237.196.217.191,28716,DROP
FORWARD,tcp,144.4.159.122,44437,40.199.151.12,46596,DROP
OUTPUT,tcp,81.202.40.127,40935,135.1.219.174,7354,DROP
INPUT,udp,135.54.181.182,36392,9.177.100.17,35262,DROP
OUTPUT,tcp,131.44.233.60,62091,186.54.11.250,12645,DROP
INPUT,udp,75.240.179.102,56100,138.10.29.237,41876,DROP
OUTPUT,udp,108.61.104.218,26455,189.90.85.222,14121,ACCEPT
FORWARD,tcp,5.179.116.152,41245,176.179.167.118,36090,DROP
INPUT,tcp,176.63.12.200,18680,56.68.82.162,46373,ACCEPT
OUTPUT,tcp,3.104.176.134,14618,99.33.105.139,65008,ACCEPT
INPUT,tcp,111.61.127.90,25830,210.44.95.25,58663,DROP
OUTPUT,udp,10.56.37.207,26728,133.0.46.155,19746,ACCEPT
OUTPUT,tcp,180.134.150.230,5863,208.131.28.235,14832,DROP
OUTPUT,tcp,172.33.119.103,53524,108.228.50.16,50717,DROP
FORWARD,tcp,208.23.117.226,55496,112.17.41.231,11493,DROP
OUTPUT,udp,27.142.95.177,61657,131.53.240.226,20655,ACCEPT
INPUT,tcp,128.104.191.12,20293,71.45.54.135,55571,DROP
OUTPUT,tcp,190.249.11.92,12278,220.37.111.31,25186,DROP
OUTPUT,udp,65.179.237.58,39534,101.170.3.230,2283,ACCEPT
OUTPUT,tcp,101.51.41.82,33161,99.129.197.195,9994,ACCEPT
INPUT,udp,2.14.76.84,26597,62.131.180.69,61082,DROP
OUTPUT,udp,82.67.212.37,25830,188.163.154.63,57678,DROP
INPUT,udp,234.253.114.251,35425,135.64.213.175,55245,DROP
OUTPUT,tcp,125.79.28.185,7462,41.191.142.38,15364,DROP
FORWARD,tcp,9.182.250.110,54185,4.79.54.179,63665,DROP
OUTPUT,tcp,9.222.148.42,56050,99.225.28.158,6268,DROP
OUTPUT,tcp,167.23.212.47,42757,105.235.92.223,45617,ACCEPT
OUTPUT,tcp,255.184.146.57,198,199.120.106.216,20042,ACCEPT
OUTPUT,udp,88.171.112.175,36194,111.201.174.241,39877,ACCEPT
FORWARD,udp,129.53.28.202,53927,174.63.109.40,21755,DROP
FORWARD,udp,178.222.212.42,2505,35.52.186.13,11169,DROP
FORWARD,udp,131.192.90.199,4470,153.0.117.161,40032,ACCEPT
INPUT,udp,114.108.222.236,36624,226.59.6.83,40679,DROP
INPUT,udp,208.220.152.160,12180,245.2.251.198,64756,ACCEPT
FORWARD,udp,61.253.107.233,5085,130.174.17.140,27280,ACCEPT
FORWARD,udp,110.169.31.223,24527,100.77.46.196,3060,DROP
INPUT,udp,90.99.170.145,49262,2.71.77.242,18097,ACCEPT
OUTPUT,tcp,205.219.127.211,61774,25.246.140.215,32645,ACCEPT
INPUT,tcp,1.78.36.110,1761,159.82.9.71,4464,ACCEPT
OUTPUT,udp,30.36.200.243,36969,7.255.71.71,38505,DROP
OUTPUT,udp,212.172.15.129,57056,154.13.172.109,37525,DROP
OUTPUT,tcp,235.160.99.196,27620,207.141.2.215,55635,DROP
FORWARD,udp,217.76.221.227,43272,203.107.119.45,13189,ACCEPT
OUTPUT,tcp,98.138.99.197,33491,35.185.5.138,21346,ACCEPT
FORWARD,udp,166.137.82.204,35015,234.189.43.18,26836,DROP
FORWARD,udp,206.184.177.38,50533,20.24.34.162,53387,ACCEPT
FORWARD,udp,98.191.84.182,20982,50.187.2.94,48847,ACCEPT
FORWARD,tcp,118.62.26.121,65478,121.187.0.0,12673,ACCEPT
FORWARD,tcp,71.157.191.0,40211,171.82.198.167,15749,ACCEPT
INPUT,udp,13.209.42.135,23292,254.86.245.64,45192,ACCEPT
OUTPUT,udp,249.117.67.201,34501,32.71.80.199,56104,ACCEPT
OUTPUT,udp,167.248.25.53,37610,172.243.146.255,51609,ACCEPT
OUTPUT,udp,236.118.193.57,65396,9.87.86.189,8030,ACCEPT
INPUT,udp,172.94.198.223,21370,52.51.110.247,24664,DROP
OUTPUT,tcp,227.188.142.203,48959,76.161.167.31,51408,ACCEPT
FORWARD,tcp,140.49.209.38,43089,165.181.72.159,43025,DROP
FORWARD,tcp,36.143.229.245,38613,83.100.18.54,36351,ACCEPT
FORWARD,tcp,136.223.236.109,12886,158.53.83.218,13373,DROP
OUTPUT,udp,13.2.125.224,41388,132.6.255.34,24578,DROP
OUTPUT,tcp,187.182.227.211,21996,201.14.216.158,19127,DROP
FORWARD,udp,100.11.53.99,36350,21.78.232.202,59287,ACCEPT
FORWARD,udp,111.250.208.222,64006,116.173.243.25,43989,DROP
OUTPUT,tcp,5.192.113.171,29353,223.157.82.77,4045,DROP
INPUT,udp,172.28.202.157,41856,224.36.210.62,18501,DROP
INPUT,tcp,191.9.99.110,22760,19.37.234.8,45928,ACCEPT
INPUT,udp,225.50.190.188,17950,81.214.91.154,20912,DROP
OUTPUT,tcp,84.189.45.0,24232,8.38.123.64,45221,ACCEPT
OUTPUT,udp,28.0.64.175,35536,86.97.138.58,11807,ACCEPT
FORWARD,udp,56.111.157.146,7285,239.177.17.183,21403,DROP
INPUT,udp,174.240.234.58,65114,112.168.21.42,1750,ACCEPT
FORWARD,udp,15.22.245.243,15301,42.89.6.180,21390,ACCEPT
FORWARD,udp,173.238.148.103,62882,126.253.117.136,36734,DROP
INPUT,tcp,104.13.1.205,56308,227.155.222.183,57081,DROP
OUTPUT,tcp,53.170.7.134,15116,202.243.12.198,47769,ACCEPT
FORWARD,tcp,90.176.165.253,20538,195.223.18.167,34999,DROP
INPUT,udp,164.162.240.32,5264,148.106.156.137,13346,ACCEPT
OUTPUT,udp,4.228.28.117,5484,44.108.220.136,39721,DROP
FORWARD,tcp,79.243.127.221,28224,123.68.161.176,21606,DROP
INPUT,udp,234.66.14.86,29050,117.247.34.184,24615,ACCEPT
OUTPUT,tcp,168.11.145.240,10173,36.221.236.120,47131,ACCEPT
INPUT,udp,165.143.190.188,48023,135.73.98.185,17505,ACCEPT
FORWARD,udp,70.179.131.14,22776,188.145.250.129,37514,DROP
FORWARD,udp,114.90.252.75,56426,111.90.142.240,52445,DROP
FORWARD,udp,13.125.109.200,59211,61.50.9.192,33287,DROP
FORWARD,tcp,20.44.221.190,35169,154.46.141.146,50708,DROP
OUTPUT,tcp,96.107.62.168,45055,253.246.30.143,30181,DROP
FORWARD,tcp,72.143.82.133,60587,208.194.115.94,51599,DROP
FORWARD,udp,99.41.208.149,61617,231.82.39.146,34109,DROP
FORWARD,tcp,60.42.73.182,34742,64.94.125.154,25766,ACCEPT
OUTPUT,tcp,175.118.156.121,48908,58.47.79.20,50762,DROP
FORWARD,udp,140.233.178.22,45164,199.131.108.250,10413,ACCEPT
INPUT,tcp,175.166.179.25,36790,143.230.168.131,4317,ACCEPT
OUTPUT,udp,182.52.130.10,15365,122.92.186.157,35751,ACCEPT
INPUT,tcp,241.170.127.235,53545,148.249.200.0,8278,DROP
FORWARD,udp,76.222.145.26,23878,160.58.110.114,7716,ACCEPT
OUTPUT,tcp,166.151.120.18,22665,110.23.96.216,43252,DROP
INPUT,udp,148.143.126.14,50686,238.66.44.64,3364,ACCEPT
OUTPUT,tcp,204.223.180.214,15571,21.202.84.66,49134,DROP
OUTPUT,tcp,33.83.107.77,3193,124.105.149.51,64909,DROP
FORWARD,tcp,21.137.251.70,58697,54.217.187.13,7267,ACCEPT
OUTPUT,tcp,36.95.127.60,33101,201.68.126.88,21176,DROP
OUTPUT,udp,203.186.243.114,31979,244.23.123.132,45002,ACCEPT
INPUT,tcp,30.152.214.44,44470,240.159.15.160,27995,DROP
OUTPUT,tcp,35.235.69.86,20537,46.205.254.136,27022,DROP
FORWARD,udp,126.196.244.156,8837,214.36.119.221,35932,DROP
FORWARD,udp,190.61.250.180,39048,34.236.74.158,2826,DROP
INPUT,tcp,172.252.212.54,22456,122.145.173.163,53866,ACCEPT
INPUT,udp,246.180.187.219,25720,160.155.53.201,27087,DROP
FORWARD,tcp,249.32.91.166,39763,54.232.78.227,61634,ACCEPT
INPUT,udp,249.38.110.84,40708,197.165.196.230,44656,ACCEPT
FORWARD,udp,154.95.144.187,32826,89.40.11.200,21071,DROP
OUTPUT,udp,193.78.52.80,57501,182.40.233.49,47891,DROP
FORWARD,tcp,162.183.14.170,33969,229.85.35.27,2084,DROP
FORWARD,udp,221.197.178.135,10445,45.164.58.214,5273,ACCEPT
INPUT,udp,246.254.33.89,28158,235.34.127.112,47845,ACCEPT
FORWARD,udp,152.190.24.122,40711,4.118.73.169,430,ACCEPT
FORWARD,tcp,22.86.130.87,35863,41.70.199.159,14590,ACCEPT
FORWARD,tcp,68.27.56.11,29077,246.64.202.46,51033,DROP
INPUT,tcp,255.115.171.88,65144,174.96.232.145,18570,DROP
FORWARD,udp,65.42.117.26,14805,108.101.143.216,57194,DROP
OUTPUT,udp,107.236.87.219,55864,185.12.246.95,9466,DROP
FORWARD,tcp,128.31.206.221,53658,118.72.8.12,18910,ACCEPT
FORWARD,udp,218.39.49.88,42050,169.69.45.236,39491,DROP
INPUT,tcp,136.191.144.84,27295,204.172.250.208,45607,ACCEPT
FORWARD,tcp,8.20.57.223,31529,112.123.161.154,42691,DROP
INPUT,tcp,13.177.68.230,44755,236.162.191.177,5099,DROP
INPUT,tcp,168.210.251.132,57924,146.141.193.89,46747,ACCEPT
OUTPUT,tcp,156.121.20.80,35425,86.103.96.111,33056,DROP
INPUT,udp,65.43.166.246,62332,82.0.142.112,14909,ACCEPT
OUTPUT,tcp,205.97.113.155,14134,214.239.224.43,12310,DROP
INPUT,tcp,211.214.111.204,17172,239.85.89.232,7796,ACCEPT
FORWARD,tcp,237.7.253.218,33093,130.213.232.213,43129,DROP
FORWARD,tcp,145.11.144.66,43929,16.198.18.16,2795,DROP
INPUT,udp,197.145.230.200,50847,152.82.211.85,16958,DROP
FORWARD,udp,179.185.200.240,18129,34.87.97.8,44597,DROP
FORWARD,udp,195.55.18.84,24107,146.178.32.135,16274,ACCEPT
OUTPUT,udp,15.161.251.216,40172,244.236.198.9,43710,ACCEPT
FORWARD,tcp,230.102.163.24,15592,222.82.115.187,597,ACCEPT
INPUT,tcp,85.133.192.95,63852,131.107.115.80,4119,DROP
OUTPUT,udp,195.38.247.24,53392,153.84.215.197,60711,ACCEPT
FORWARD,tcp,252.82.203.123,3779,111.76.239.204,21775,ACCEPT
FORWARD,tcp,1.251.10.156,2201,30.137.184.72,4047,ACCEPT
INPUT,tcp,214.141.230.25,46630,99.236.237.70,28687,DROP
OUTPUT,tcp,65.135.65.8,55183,189.140.5.62,1687,DROP
INPUT,udp,33.78.186.234,45369,59.215.80.109,37381,DROP
OUTPUT,tcp,238.183.10.139,47597,173.246.68.79,39895,DROP
OUTPUT,udp,239.133.92.61,16906,236.75.242.151,13818,ACCEPT
OUTPUT,udp,143.92.19.166,55339,109.90.15.162,61236,DROP
FORWARD,udp,238.155.109.28,49303,216.192.192.165,48525,ACCEPT
FORWARD,tcp,227.22.190.199,56509,19.159.76.102,18659,ACCEPT
OUTPUT,udp,117.243.167.93,14692,18.12.152.19,6982,DROP
INPUT,udp,183.145.24.77,24332,200.30.87.193,47359,DROP
INPUT,tcp,229.116.255.98,61516,143.45.13.245,57116,ACCEPT
FORWARD,tcp,89.35.10.186,64863,155.243.34.252,7722,DROP
FORWARD,udp,118.66.126.215,34261,142.115.141.51,28457,DROP
OUTPUT,udp,246.49.88.99,64313,242.84.93.192,62014,DROP
OUTPUT,tcp,77.94.226.74,62131,221.39.153.26,32955,DROP
OUTPUT,udp,47.119.23.47,9251,34.92.213.95,640,ACCEPT
OUTPUT,tcp,114.216.108.206,57992,11.191.77.208,49912,DROP
INPUT,udp,213.219.152.249,16057,126.60.42.58,37044,ACCEPT
OUTPUT,udp,116.220.117.207,3974,30.213.82.235,37935,ACCEPT
INPUT,tcp,28.156.136.114,37900,219.242.92.161,14363,DROP
FORWARD,udp,104.132.66.222,43238,56.203.185.21,65361,DROP
FORWARD,tcp,19.72.76.184,15426,25.198.204.51,9703,DROP
OUTPUT,tcp,39.132.84.216,46385,200.228.119.103,578,ACCEPT
INPUT,tcp,92.125.113.180,53309,246.218.103.225,47724,ACCEPT
FORWARD,udp,63.171.147.239,14122,67.152.61.175,15565,DROP
OUTPUT,udp,214.219.121.104,28322,100.59.102.216,59031,ACCEPT
OUTPUT,tcp,164.252.238.218,25526,128.144.180.195,23837,ACCEPT
INPUT,tcp,12.170.246.149,47354,175.99.142.87,52418,ACCEPT
FORWARD,udp,51.71.210.225,56097,190.93.111.206,55442,ACCEPT
INPUT,tcp,35.121.142.133,36655,122.123.22.162,51001,ACCEPT
INPUT,tcp,31.37.172.78,20870,236.234.13.0,12738,DROP
FORWARD,tcp,39.232.96.106,18137,27.32.1.101,40162,ACCEPT
INPUT,tcp,110.184.208.163,624,56.242.186.127,9390,DROP
OUTPUT,tcp,223.224.211.198,10619,11.123.54.69,55291,DROP
OUTPUT,tcp,135.116.87.177,27089,55.85.16.90,42873,DROP
FORWARD,udp,122.201.87.211,7290,137.44.228.216,52224,ACCEPT
INPUT,udp,189.3.158.75,63841,113.105.101.193,19546,ACCEPT
OUTPUT,udp,106.3.254.173,19280,85.221.1.97,38046,DROP
FORWARD,udp,100.201.144.134,20996,28.63.40.22,62108,DROP
INPUT,tcp,134.95.23.81,16452,249.73.236.231,4372,DROP
OUTPUT,udp,166.188.238.61,10274,236.36.194.130,29861,ACCEPT
OUTPUT,udp,12.115.143.145,4135,110.142.184.111,20845,DROP
OUTPUT,tcp,31.145.8.94,45454,253.67.95.85,1717,DROP
INPUT,udp,45.124.159.92,31070,247.112.67.123,53315,DROP
INPUT,udp,90.89.57.202,23965,247.56.105.32,41567,DROP
FORWARD,udp,132.220.130.235,2171,107.212.150.179,14128,DROP
INPUT,udp,112.42.8.178,20616,58.168.217.44,16893,DROP
INPUT,tcp,211.186.93.181,26368,89.209.154.17,11565,DROP
FORWARD,tcp,202.1.73.95,8418,56.75.218.57,46985,DROP
OUTPUT,tcp,116.69.143.254,57984,216.60.211.22,51393,DROP
FORWARD,tcp,178.143.241.57,53445,146.55.175.199,7487,ACCEPT
OUTPUT,tcp,102.40.24.56,3449,46.240.189.52,54063,DROP
FORWARD,udp,9.221.74.0,52333,164.227.108.148,49167,DROP
FORWARD,udp,131.215.128.64,30571,219.252.242.131,51636,DROP
FORWARD,tcp,19.91.150.40,17203,18.76.171.179,19824,DROP
FORWARD,tcp,239.188.7.139,27211,124.234.123.116,62289,DROP
FORWARD,udp,111.209.120.31,33282,44.100.57.198,13185,DROP
OUTPUT,udp,142.197.28.1,14742,74.173.135.12,2759,ACCEPT
FORWARD,udp,59.3.153.46,20490,204.40.234.209,13899,DROP
FORWARD,tcp,65.19.193.46,34905,238.235.212.212,38794,DROP
OUTPUT,udp,164.65.80.34,56982,47.201.100.236,26436,DROP
FORWARD,tcp,2.5.110.214,32471,120.155.176.219,53445,DROP
OUTPUT,tcp,97.57.146.8,52522,4.20.82.85,53635,DROP
INPUT,udp,224.227.12.145,31972,120.167.76.115,27347,DROP
OUTPUT,tcp,8.247.56.203,23879,103.123.19.201,31861,DROP
FORWARD,udp,15.110.199.231,42668,156.193.0.62,65,DROP
FORWARD,tcp,148.143.27.70,47882,53.31.84.6,21553,ACCEPT
FORWARD,udp,106.119.98.80,35785,102.58.154.57,32439,ACCEPT
FORWARD,udp,240.165.109.101,51318,131.183.60.208,41051,DROP
INPUT,udp,254.74.13.1,61561,13.105.117.22,58927,ACCEPT
FORWARD,tcp,13.10.11.0,55989,14.251.24.146,58469,ACCEPT
INPUT,udp,70.242.169.69,47382,64.248.152.215,25900,ACCEPT
INPUT,tcp,199.201.26.75,38667,199.143.83.93,6935,DROP
OUTPUT,udp,34.72.192.18,33224,238.215.126.88,56288,ACCEPT
FORWARD,tcp,213.145.106.148,19006,85.189.223.112,46672,ACCEPT
INPUT,tcp,63.10.162.168,33256,18.67.219.99,16550,DROP
OUTPUT,tcp,13.86.190.138,58475,60.233.205.71,19926,DROP
OUTPUT,udp,27.113.143.1,23207,179.141.148.131,62583,ACCEPT
INPUT,tcp,191.110.139.68,39038,82.141.214.121,59829,DROP
OUTPUT,udp,191.162.203.79,32701,144.161.169.97,28709,DROP
INPUT,udp,23.125.230.12,41693,25.166.132.33,45234,ACCEPT
OUTPUT,tcp,142.44.24.199,10688,233.77.235.198,26452,ACCEPT
FORWARD,tcp,222.182.208.2,30656,36.118.186.58,11603,ACCEPT
INPUT,tcp,147.229.100.75,41778,249.197.79.207,3424,ACCEPT
FORWARD,tcp,46.24.218.191,18516,219.77.58.253,47376,ACCEPT
INPUT,udp,199.101.228.175,32010,175.110.193.189,54100,DROP
INPUT,udp,102.168.244.87,17230,228.10.218.249,59931,DROP
OUTPUT,udp,78.235.85.92,19354,189.31.97.26,47529,ACCEPT
FORWARD,udp,31.48.234.108,1302,51.66.231.122,12470,DROP
FORWARD,tcp,189.133.92.169,12403,182.137.185.98,57943,DROP
FORWARD,tcp,37.29.149.109,54262,87.17.116.225,50279,ACCEPT
INPUT,udp,36.122.68.233,29501,48.230.1.130,10080,DROP
INPUT,udp,149.195.99.65,42825,39.60.79.90,41924,DROP
INPUT,tcp,124.156.89.178,35771,191.30.186.7,53796,ACCEPT
FORWARD,udp,125.240.255.230,48711,116.208.15.207,51408,ACCEPT
FORWARD,udp,155.93.0.65,56086,124.127.83.38,45134,DROP
INPUT,udp,93.163.19.61,50597,226.66.28.137,37035,DROP
OUTPUT,tcp,129.67.238.138,34364,10.192.46.9,11901,ACCEPT
FORWARD,udp,19.14.158.235,57336,5.183.87.204,42576,DROP
FORWARD,udp,55.13.222.67,34131,148.152.163.109,36454,DROP
OUTPUT,tcp,197.83.131.143,1723,14.108.148.66,15540,DROP
OUTPUT,tcp,234.204.76.60,9443,13.5.218.182,55717,ACCEPT
FORWARD,udp,46.205.197.32,62299,106.207.163.113,24609,DROP
INPUT,tcp,205.105.125.116,51910,6.112.64.40,55965,ACCEPT
INPUT,tcp,84.34.231.70,21549,123.17.107.158,34873,ACCEPT
OUTPUT,tcp,226.31.234.230,6583,240.226.93.101,38023,ACCEPT
INPUT,tcp,111.75.11.98,33209,22.23.201.22,62895,DROP
FORWARD,udp,53.254.111.145,63896,62.11.91.85,6222,DROP
FORWARD,tcp,89.33.79.170,64132,76.163.104.252,41747,DROP
FORWARD,tcp,123.55.55.59,51961,71.222.254.137,43916,ACCEPT
OUTPUT,udp,99.205.98.107,50571,236.72.50.23,29011,ACCEPT
INPUT,udp,123.230.87.248,656,169.110.104.200,6770,ACCEPT
INPUT,tcp,106.223.131.63,10983,76.197.250.64,36305,ACCEPT
FORWARD,tcp,165.142.142.20,12202,163.75.104.40,25682,DROP
FORWARD,tcp,213.197.228.88,50316,149.31.42.24,51321,DROP
FORWARD,tcp,62.133.100.203,22052,18.254.76.224,20978,DROP
INPUT,tcp,79.182.129.27,11350,83.92.186.141,2716,DROP
FORWARD,tcp,106.49.83.34,43341,214.14.81.222,29160,DROP
INPUT,tcp,51.80.235.242,781,202.216.93.153,54586,ACCEPT
OUTPUT,udp,53.211.28.168,44859,202.36.128.113,32136,DROP
FORWARD,udp,226.70.174.96,33092,96.9.73.145,31827,DROP
FORWARD,tcp,171.201.41.103,64861,122.67.43.86,35187,ACCEPT
FORWARD,tcp,19.177.192.190,60541,194.143.1.155,16062,DROP
INPUT,udp,228.112.78.78,51439,197.102.252.95,2881,DROP
OUTPUT,tcp,240.186.15.147,14178,181.31.254.49,40656,ACCEPT
INPUT,udp,30.198.162.244,40178,239.38.218.249,7777,ACCEPT
OUTPUT,udp,249.210.176.217,54615,148.237.146.3,778,ACCEPT
FORWARD,udp,60.54.19.36,19578,115.68.183.74,54199,ACCEPT
FORWARD,tcp,94.73.113.204,39636,64.49.86.58,54353,ACCEPT
FORWARD,tcp,197.92.79.87,51438,4.249.166.2,11356,DROP
FORWARD,udp,212.4.191.10,58409,221.15.245.102,35006,ACCEPT
FORWARD,udp,12.150.45.13,63188,101.66.159.163,63805,ACCEPT
OUTPUT,tcp,96.62.42.223,26529,136.2.84.123,61400,ACCEPT
INPUT,udp,51.41.85.51,24572,172.84.247.212,4298,ACCEPT
OUTPUT,udp,85.154.193.81,33715,168.32.70.44,14786,ACCEPT
INPUT,tcp,4.100.238.22,26694,127.145.180.128,60054,DROP
FORWARD,udp,227.77.62.214,8864,194.168.240.32,54661,DROP
INPUT,udp,30.222.10.135,62122,222.77.99.107,3846,DROP
INPUT,tcp,198.206.7.51,3955,112.37.84.241,14927,ACCEPT
FORWARD,udp,129.240.145.38,42474,250.102.201.46,32113,DROP
OUTPUT,tcp,135.212.104.43,16516,253.42.245.109,43878,DROP
FORWARD,tcp,38.65.121.168,36425,124.70.50.11,20492,DROP
FORWARD,tcp,164.78.134.46,46109,254.112.126.195,41986,ACCEPT
INPUT,udp,10.57.188.2,50160,3.197.173.158,38805,ACCEPT
INPUT,udp,152.191.25.255,39653,171.199.146.243,19349,DROP
FORWARD,udp,220.80.57.5,3105,92.42.113.203,36799,ACCEPT
FORWARD,tcp,85.98.221.73,63747,69.142.88.84,48312,ACCEPT
OUTPUT,tcp,233.85.247.187,15302,135.182.94.186,56055,ACCEPT
INPUT,tcp,136.24.122.220,34156,31.253.215.178,53341,ACCEPT
FORWARD,tcp,161.162.243.94,57542,22.166.24.1,45142,ACCEPT
FORWARD,udp,33.5.156.212,54643,23.178.17.189,8233,DROP
OUTPUT,tcp,174.59.0.71,54627,155.174.123.91,13143,DROP
INPUT,tcp,99.102.111.147,44689,214.47.225.96,58009,ACCEPT
OUTPUT,udp,246.104.123.74,11049,151.218.19.186,39572,ACCEPT
FORWARD,udp,172.215.248.226,12033,183.111.205.158,43892,ACCEPT
OUTPUT,tcp,217.205.77.133,48292,7.15.247.34,34736,ACCEPT
INPUT,tcp,126.59.194.216,62626,179.127.72.154,45939,DROP
FORWARD,tcp,69.239.163.13,48087,18.242.218.112,31784,ACCEPT
FORWARD,tcp,173.226.98.227,29377,12.10.136.17,41153,ACCEPT
OUTPUT,tcp,106.253.60.27,8429,158.216.167.149,8514,DROP
INPUT,tcp,64.102.63.203,58088,26.178.208.40,26718,DROP
FORWARD,tcp,103.70.15.14,55075,254.111.141.10,42251,ACCEPT
OUTPUT,udp,96.31.184.16,44421,78.232.218.141,51452,DROP
INPUT,tcp,197.25.118.234,47397,228.175.239.106,26264,ACCEPT
OUTPUT,udp,51.43.99.239,55353,48.132.40.58,49928,DROP
OUTPUT,tcp,58.241.108.55,39853,13.100.198.172,12704,DROP
OUTPUT,tcp,179.164.234.114,10545,39.169.200.181,8622,DROP
INPUT,udp,165.33.215.226,56536,30.102.153.222,53029,DROP
OUTPUT,tcp,220.151.30.111,28638,225.101.108.71,26859,DROP
FORWARD,udp,45.163.154.126,64858,92.47.85.178,31829,ACCEPT
FORWARD,tcp,105.209.127.45,10758,101.155.197.189,57960,DROP
FORWARD,tcp,215.252.188.112,47930,51.198.132.21,57980,DROP
INPUT,udp,93.50.132.140,10206,155.254.234.106,59127,ACCEPT
INPUT,tcp,50.130.155.212,41285,137.171.171.134,6582,DROP
OUTPUT,udp,90.44.110.228,3823,120.8.3.65,51311,DROP
FORWARD,tcp,208.232.137.80,62405,50.54.100.180,63577,DROP
FORWARD,udp,69.99.0.134,64129,45.199.152.165,44644,ACCEPT
INPUT,tcp,174.32.33.205,13178,164.9.112.50,63227,ACCEPT
INPUT,tcp,186.12.32.176,62294,255.173.159.66,46549,ACCEPT
INPUT,udp,107.191.69.23,143,95.127.95.108,9124,ACCEPT
OUTPUT,tcp,70.181.209.167,10375,198.155.165.19,9090,ACCEPT
INPUT,tcp,245.212.53.34,23246,33.202.174.236,45896,DROP
OUTPUT,tcp,218.80.106.28,40959,33.241.250.164,48876,DROP
FORWARD,udp,86.40.103.97,46923,255.41.144.137,25557,ACCEPT
INPUT,tcp,11.121.113.132,58885,124.81.140.107,8159,ACCEPT
OUTPUT,udp,16.126.46.104,29867,196.57.215.33,56519,DROP
OUTPUT,tcp,228.190.215.139,18051,148.117.228.98,32511,ACCEPT
FORWARD,tcp,128.97.32.84,60182,33.142.234.111,38471,DROP
OUTPUT,udp,237.67.22.223,34651,243.131.78.20,7489,DROP
FORWARD,udp,167.233.127.211,30029,93.64.217.165,47622,DROP
INPUT,tcp,231.250.128.201,61753,162.5.194.254,660,DROP
INPUT,tcp,221.13.100.216,31714,205.237.27.200,19273,DROP
OUTPUT,udp,151.114.246.154,59010,220.194.127.98,31910,ACCEPT
INPUT,tcp,51.206.226.46,63738,119.113.24.25,12150,DROP
OUTPUT,udp,7.182.178.5,675,120.18.68.57,21356,ACCEPT
